order_id,entity_id,ndc,order_date,qty_ordered,unit_price_340b,lag_days_from_trigger_claim
ORD00230,CE002,00078-0648-15,2026-05-18,120,5300.0,1
ORD00231,CE006,00093-7146-01,2026-05-11,90,12.5,14
ORD00232,CE005,00002-1433-80,2025-02-26,30,140.0,30
ORD00233,CE002,00003-0894-11,2025-11-11,60,310.0,30
ORD00234,CE012,00006-0749-31,2025-02-19,30,380.0,30
ORD00235,CE005,00069-0150-01,2026-01-30,90,58.0,5
ORD00236,CE011,00069-0150-01,2026-03-21,60,58.0,30
ORD00237,CE011,00006-0749-31,2025-02-15,30,380.0,5
ORD00238,CE003,00002-1433-80,2025-08-15,30,140.0,10
ORD00239,CE008,00003-0894-11,2025-07-31,30,310.0,1
ORD00240,CE004,00078-0648-15,2025-04-30,30,5300.0,7
ORD00241,CE011,00003-0894-11,2025-12-05,120,310.0,3
ORD00242,CE006,00003-0894-11,2026-02-16,60,310.0,1
ORD00243,CE010,50242-0079-01,2025-09-10,120,1900.0,7
ORD00244,CE004,00074-3799-13,2025-10-07,30,4100.0,14
ORD00245,CE007,00078-0648-15,2026-01-22,60,5300.0,7
ORD00246,CE005,00002-1433-80,2025-01-11,30,140.0,14
ORD00247,CE003,00002-1433-80,2025-08-17,30,140.0,2
ORD00248,CE003,00093-7146-01,2026-05-16,60,12.5,2
ORD00249,CE003,00006-0749-31,2025-09-20,90,380.0,14
ORD00250,CE005,00074-3799-13,2025-09-25,30,4100.0,2
ORD00251,CE004,00078-0648-15,2025-03-30,120,5300.0,30
ORD00252,CE003,00003-0894-11,2026-06-15,120,310.0,1
ORD00253,CE002,00002-1433-80,2025-04-25,30,140.0,5
ORD00254,CE003,00078-0648-15,2025-03-27,60,5300.0,2
ORD00255,CE010,00078-0648-15,2026-01-15,60,5300.0,21
ORD00256,CE010,00002-1433-80,2025-02-12,60,140.0,30
ORD00257,CE012,00003-0894-11,2025-11-22,30,310.0,1
ORD00258,CE006,50242-0079-01,2025-09-14,90,1900.0,3
ORD00259,CE004,00002-1433-80,2025-02-27,120,140.0,14
ORD00260,CE005,50242-0079-01,2026-06-02,60,1900.0,2
ORD00261,CE011,50242-0079-01,2025-07-19,120,1900.0,10
ORD00262,CE008,00069-0150-01,2025-03-13,90,58.0,5
ORD00263,CE003,50242-0079-01,2025-11-22,30,1900.0,1
ORD00264,CE007,00093-7146-01,2026-06-15,30,12.5,30
ORD00265,CE012,50242-0079-01,2025-11-26,30,1900.0,10
ORD00266,CE002,50242-0079-01,2025-08-28,120,1900.0,1
ORD00267,CE010,00069-0150-01,2025-03-01,30,58.0,14
ORD00268,CE011,00003-0894-11,2025-02-06,30,310.0,30
ORD00269,CE011,00069-0150-01,2026-05-03,90,58.0,14
ORD00270,CE008,00078-0648-15,2025-09-01,90,5300.0,21
ORD00271,CE011,00006-0749-31,2026-04-11,60,380.0,21
ORD00272,CE009,00002-1433-80,2026-01-04,60,140.0,5
ORD00273,CE011,00074-3799-13,2025-06-28,90,4100.0,14
ORD00274,CE006,50242-0079-01,2025-01-22,90,1900.0,14
ORD00275,CE001,50242-0079-01,2026-04-16,60,1900.0,14
ORD00276,CE003,00078-0648-15,2025-12-28,120,5300.0,5
ORD00277,CE007,00078-0648-15,2026-04-17,120,5300.0,21
ORD00278,CE008,00078-0648-15,2026-01-08,90,5300.0,10
ORD00279,CE003,00078-0648-15,2026-06-27,60,5300.0,5
ORD00280,CE012,00003-0894-11,2025-07-15,90,310.0,5
ORD00281,CE009,00002-1433-80,2026-02-23,90,140.0,10
ORD00282,CE007,00003-0894-11,2025-05-25,30,310.0,21
ORD00283,CE005,00002-1433-80,2026-02-27,60,140.0,1
ORD00284,CE006,00003-0894-11,2025-06-10,120,310.0,14
ORD00285,CE008,50242-0079-01,2025-01-25,120,1900.0,5
ORD00286,CE005,50242-0079-01,2025-06-09,60,1900.0,14
ORD00287,CE007,50242-0079-01,2025-11-21,60,1900.0,21
ORD00288,CE008,50242-0079-01,2025-11-20,30,1900.0,30
ORD00289,CE002,00093-7146-01,2025-03-29,30,12.5,1
ORD00290,CE006,00069-0150-01,2025-04-03,90,58.0,10
ORD00291,CE012,00003-0894-11,2025-06-04,90,310.0,5
ORD00292,CE006,00093-7146-01,2025-11-20,120,12.5,21
ORD00293,CE012,00006-0749-31,2025-06-29,90,380.0,7
ORD00294,CE009,00093-7146-01,2025-06-13,60,12.5,3
ORD00295,CE002,00078-0648-15,2026-06-30,60,5300.0,14
ORD00296,CE012,00002-1433-80,2025-10-15,30,140.0,5
ORD00297,CE008,50242-0079-01,2025-04-10,60,1900.0,1
ORD00298,CE008,00078-0648-15,2026-01-24,60,5300.0,21
ORD00299,CE010,00069-0150-01,2026-01-07,60,58.0,21
ORD00300,CE001,00002-1433-80,2026-05-19,90,140.0,10
ORD00301,CE006,00093-7146-01,2025-03-12,60,12.5,3
ORD00302,CE011,00074-3799-13,2026-02-08,30,4100.0,3
ORD00303,CE011,00003-0894-11,2025-11-25,30,310.0,7
ORD00304,CE010,00006-0749-31,2026-05-22,120,380.0,1
ORD00305,CE006,50242-0079-01,2025-09-16,90,1900.0,5
ORD00306,CE008,00069-0150-01,2025-11-23,30,58.0,3
ORD00307,CE012,00003-0894-11,2025-11-10,120,310.0,7
ORD00308,CE006,00078-0648-15,2025-02-11,120,5300.0,7
ORD00309,CE006,00093-7146-01,2025-02-02,30,12.5,3
ORD00310,CE005,00069-0150-01,2026-01-25,120,58.0,5
ORD00311,CE007,00078-0648-15,2025-02-06,120,5300.0,7
ORD00312,CE006,00006-0749-31,2026-06-09,120,380.0,14
ORD00313,CE003,00006-0749-31,2025-12-21,60,380.0,7
ORD00314,CE005,00002-1433-80,2025-10-01,120,140.0,2
ORD00315,CE011,00093-7146-01,2025-11-23,30,12.5,30
ORD00316,CE003,00069-0150-01,2025-04-20,30,58.0,5
ORD00317,CE006,50242-0079-01,2025-03-08,60,1900.0,3
ORD00318,CE002,00093-7146-01,2025-01-10,90,12.5,1
ORD00319,CE003,00093-7146-01,2026-04-17,30,12.5,10
ORD00320,CE001,00093-7146-01,2025-05-23,30,12.5,5
ORD00321,CE002,50242-0079-01,2025-04-04,120,1900.0,1
ORD00322,CE004,00003-0894-11,2025-02-21,120,310.0,2
ORD00323,CE011,00006-0749-31,2026-06-27,120,380.0,5
ORD00324,CE012,00003-0894-11,2026-05-23,120,310.0,3
ORD00325,CE012,00074-3799-13,2025-03-04,60,4100.0,21
ORD00326,CE002,00069-0150-01,2025-06-30,90,58.0,5
ORD00327,CE009,50242-0079-01,2025-07-13,30,1900.0,2
ORD00328,CE003,00003-0894-11,2025-11-26,60,310.0,5
ORD00329,CE011,00078-0648-15,2025-10-31,90,5300.0,14
ORD00330,CE007,00003-0894-11,2025-09-14,60,310.0,10
ORD00331,CE011,00069-0150-01,2025-09-15,60,58.0,7
ORD00332,CE001,00093-7146-01,2025-03-06,90,12.5,21
ORD00333,CE010,00069-0150-01,2026-03-17,120,58.0,2
ORD00334,CE012,00069-0150-01,2025-04-01,90,58.0,10
ORD00335,CE010,00093-7146-01,2025-09-26,120,12.5,10
ORD00336,CE012,00006-0749-31,2026-05-07,120,380.0,10
ORD00337,CE008,00074-3799-13,2025-11-17,60,4100.0,30
ORD00338,CE010,00003-0894-11,2025-06-24,90,310.0,1
ORD00339,CE008,00078-0648-15,2026-04-18,120,5300.0,10
ORD00340,CE008,00002-1433-80,2026-04-09,60,140.0,3
ORD00341,CE007,00078-0648-15,2025-01-26,90,5300.0,3
ORD00342,CE011,00078-0648-15,2025-06-02,90,5300.0,14
ORD00343,CE007,00069-0150-01,2025-06-26,60,58.0,3
ORD00344,CE002,00003-0894-11,2025-01-17,120,310.0,14
ORD00345,CE005,50242-0079-01,2025-12-12,30,1900.0,5
ORD00346,CE007,00002-1433-80,2025-06-12,90,140.0,7
ORD00347,CE004,00003-0894-11,2026-05-14,120,310.0,21
ORD00348,CE003,00078-0648-15,2026-05-15,90,5300.0,1
ORD00349,CE002,00093-7146-01,2025-11-28,90,12.5,21
ORD00350,CE004,50242-0079-01,2026-06-16,60,1900.0,21
ORD00351,CE008,00078-0648-15,2025-01-14,60,5300.0,7
ORD00352,CE011,00006-0749-31,2025-11-15,30,380.0,14
ORD00353,CE009,50242-0079-01,2025-10-16,90,1900.0,10
ORD00354,CE006,50242-0079-01,2026-04-30,30,1900.0,2
ORD00355,CE006,00002-1433-80,2026-03-04,60,140.0,5
ORD00356,CE012,00006-0749-31,2025-08-28,120,380.0,10
ORD00357,CE009,00074-3799-13,2025-12-15,60,4100.0,10
ORD00358,CE006,50242-0079-01,2025-08-23,60,1900.0,5
ORD00359,CE010,00002-1433-80,2026-04-27,90,140.0,1
ORD00360,CE007,00093-7146-01,2025-06-01,30,12.5,10
ORD00361,CE008,00002-1433-80,2025-09-30,120,140.0,2
ORD00362,CE004,00078-0648-15,2025-10-10,90,5300.0,3
ORD00363,CE008,00069-0150-01,2025-09-10,30,58.0,5
ORD00364,CE006,00006-0749-31,2026-05-10,60,380.0,30
ORD00365,CE006,00074-3799-13,2026-05-12,60,4100.0,10
ORD00366,CE010,00003-0894-11,2025-05-04,30,310.0,7
ORD00367,CE009,00003-0894-11,2026-06-01,60,310.0,7
ORD00368,CE007,00078-0648-15,2025-01-12,90,5300.0,7
ORD00369,CE003,00003-0894-11,2025-10-31,30,310.0,1
ORD00370,CE002,00078-0648-15,2026-01-13,60,5300.0,21
ORD00371,CE011,00002-1433-80,2026-01-27,60,140.0,30
ORD00372,CE006,00002-1433-80,2025-04-21,120,140.0,7
ORD00373,CE004,00074-3799-13,2026-04-10,60,4100.0,7
ORD00374,CE006,50242-0079-01,2025-01-18,30,1900.0,2
ORD00375,CE009,00006-0749-31,2026-05-04,60,380.0,10
ORD00376,CE012,00006-0749-31,2026-01-20,30,380.0,30
ORD00377,CE011,00078-0648-15,2025-11-28,60,5300.0,14
ORD00378,CE010,00006-0749-31,2025-02-05,90,380.0,7
ORD00379,CE009,00069-0150-01,2025-02-27,120,58.0,3
ORD00380,CE002,00093-7146-01,2025-05-24,30,12.5,3
ORD00381,CE012,50242-0079-01,2025-08-29,90,1900.0,2
ORD00382,CE006,00006-0749-31,2025-03-25,90,380.0,14
ORD00383,CE008,00093-7146-01,2026-02-15,30,12.5,30
ORD00384,CE011,00078-0648-15,2026-02-10,30,5300.0,3
ORD00385,CE008,00003-0894-11,2025-06-12,90,310.0,2
ORD00386,CE004,00003-0894-11,2025-02-27,30,310.0,30
ORD00387,CE011,00069-0150-01,2025-08-19,30,58.0,21
ORD00388,CE004,00069-0150-01,2025-08-27,60,58.0,3
ORD00389,CE006,00006-0749-31,2026-02-01,30,380.0,14
ORD00390,CE008,00074-3799-13,2025-01-25,30,4100.0,14
ORD00391,CE004,00069-0150-01,2025-02-06,60,58.0,5
ORD00392,CE001,00002-1433-80,2025-12-24,90,140.0,2
ORD00393,CE007,50242-0079-01,2025-08-06,30,1900.0,3
ORD00394,CE005,00074-3799-13,2026-01-19,120,4100.0,30
ORD00395,CE004,50242-0079-01,2025-09-20,60,1900.0,10
ORD00396,CE005,00006-0749-31,2026-02-07,90,380.0,2
ORD00397,CE001,00002-1433-80,2026-04-02,120,140.0,30
ORD00398,CE003,00003-0894-11,2025-04-26,120,310.0,1
ORD00399,CE012,00093-7146-01,2025-07-30,90,12.5,5
ORD00400,CE010,00003-0894-11,2025-11-07,120,310.0,10
ORD00401,CE011,00069-0150-01,2025-08-24,60,58.0,7
ORD00402,CE005,00069-0150-01,2025-01-13,60,58.0,5
ORD00403,CE004,00006-0749-31,2026-05-27,90,380.0,14
ORD00404,CE007,00002-1433-80,2025-06-19,120,140.0,21
ORD00405,CE011,00074-3799-13,2025-09-12,30,4100.0,2
ORD00406,CE001,00069-0150-01,2025-02-21,90,58.0,1
ORD00407,CE005,00069-0150-01,2026-04-01,60,58.0,14
ORD00408,CE001,00093-7146-01,2026-01-12,60,12.5,5
ORD00409,CE012,00078-0648-15,2026-01-17,90,5300.0,2
ORD00410,CE011,00078-0648-15,2025-01-23,30,5300.0,7
ORD00411,CE005,00093-7146-01,2025-05-26,120,12.5,7
ORD00412,CE002,00003-0894-11,2025-02-01,60,310.0,21
ORD00413,CE002,00069-0150-01,2025-03-30,120,58.0,5
ORD00414,CE005,00074-3799-13,2025-01-24,30,4100.0,21
ORD00415,CE004,50242-0079-01,2025-03-08,120,1900.0,14
ORD00416,CE001,00069-0150-01,2026-05-25,120,58.0,14
